"","geo_name","output","employees","investments","year","t"
"31020","Japan",37056647,3072065.453125,13777023,1995,1
"31021","France",582510.5,3937.8,271119.3,2019,25
"31022","Poland",90820,467.1,44102,2002,8
"31023","United States",1206000,13117700,432000,1996,2
"31024","Greece",13964.6,255.2,6001.9,2020,26
"31025","Slovenia",3548.4,79.15,1654.4,2003,9
"31026","Portugal",10111,236.8,5399,1996,2
"31027","Belgium",50977.6,306.9,28476.2,1998,4
"31028","Slovenia",2715.5,67.05,1362.9,2001,7
"31029","Spain",131585,1771.1,58035,2012,18
"31030","Finland",25365,249.3,10760,2012,18
"31031","Netherlands",104348,1167,45359,2002,8
"31032","Hungary",6768795,472.29,2649608,2019,25
"31033","Slovakia",1808,91.98,832.6,1995,1
"31034","Malta",4291.8,39.07,2039.5,2020,26
"31035","Sweden",585006,412,273457,2010,16
"31036","Slovenia",7175.7,91.77,3277.3,2020,26
"31037","Slovenia",1834,52.86,1045.5,1997,3
"31038","Austria",47956.9,371.22,22158.9,2012,18
"31039","Netherlands",249515,1497,118481,2021,27
"31040","Portugal",10981.7,245.47,5850.1,1997,3
"31041","Ireland",57817.9,194.59,20068.5,2018,24
"31042","Sweden",308069,298,154026,1999,5
"31043","Austria",43554.5,344.13,20422.4,2010,16
"31044","Spain",131586,1743.8,58103,2013,19
"31045","Finland",25909,248.5,11110,2013,19
"31046","Luxembourg",3486.1,32.02,1566.1,2003,9
"31047","Hungary",6628783,477.32,2568933,2020,26
"31048","Slovakia",2413.8,103.65,1120.5,1996,2
"31049","United States",1756700,15826700,656200,2000,6
"31050","United States",3146300,17499100,1154000,2014,20
"31051","Netherlands",104304,1178,45655,2001,7
"31052","Malta",1481.9,17.19,781.1,2012,18
"31053","United States",1480700,14560600,565400,1998,4
"31054","Austria",49778.4,380.48,23088.7,2013,19
"31055","Poland",20622,366.8,10869,1995,1
"31056","United States",2247300,16137000,826500,2005,11
"31057","Romania",140590.9,368.4,62393.7,2020,26
"31058","Austria",46268,360.95,21556.7,2011,17
"31059","France",525818.4,3817.4,240187,2017,23
"31060","United States",1908100,15256100,666300,2003,9
"31061","Belgium",72242.8,377.9,38760.8,2005,11
"31062","Hungary",7849722,487.04,3039209,2021,27
"31063","Belgium",132249.2,608,66237.1,2019,25
"31064","Latvia",4138.2,55,1877.2,2021,27
"31065","Italy",303254.8,1929.1,139248.2,2018,24
"31066","Japan",42439904,3438125.4375,15776352,1998,4
"31067","United States",3280700,17954300,1180600,2015,21
"31068","Netherlands",137695,1301,56627,2009,15
"31069","Slovakia",4445.6,112.34,1941.2,2002,8
"31070","Japan",39305618,3188043.546875,14522926,1996,2
"31071","France",546661.6,3798.5,253328.6,2020,26
"31072","Poland",94343,458.1,45810,2003,9
"31073","Greece",17398.9,283.4,7896.6,2021,27
"31074","Slovenia",3916.2,81.97,1843.3,2004,10
"31075","France",552910.5,3932.8,255345.7,2018,24
"31076","Belgium",54706.4,324.1,30698,1999,5
"31077","Ireland",6334.9,91.18,3788.2,1995,1
"31078","Belgium",126636.9,596.3,62405.9,2020,26
"31079","Malta",291.8,7.68,126.2,1995,1
"31080","Italy",309585.1,1945.4,146838.4,2019,25
"31081","Netherlands",103929,1131,45013,2003,9
"31082","United States",3401400,18298300,1244200,2016,22
"31083","Netherlands",136466,1229,56793,2010,16
"31084","Slovakia",4446.5,105.98,1851.6,2003,9
"31085","Sweden",625252,438,290061,2011,17
"31086","Slovenia",8428.9,92.37,3995.3,2021,27
"31087","Slovenia",2085.6,54.69,1174.7,1998,4
"31088","Spain",38693,583.9,14589,1995,1
"31089","Slovenia",4064,75.76,1963.3,2005,11
"31090","Portugal",12129.1,252.68,6368.2,1998,4
"31091","Ireland",64776,201.83,22446,2019,25
"31092","Sweden",358667,329,179254,2000,6
"31093","Ireland",7183.4,92.91,4292.3,1996,2
"31094","Spain",141885,1827.7,64564,2014,20
"31095","Finland",26156,255.2,11293,2014,20
"31096","Luxembourg",3858.6,33.32,1678.9,2004,10
"31097","Portugal",24095.3,466.62,11010.3,2017,23
"31098","United States",1786600,15589200,629700,2001,7
"31099","Lithuania",830.3,39.63,341.6,2001,7
"31100","Malta",1668.5,18.63,878.5,2013,19
"31101","United States",1605400,15226200,608600,1999,5
"31102","Lithuania",685,46.67,287,1999,5
"31103","Bulgaria",3860.8,148.4,2377.8,2004,10
"31104","Malta",611.8,9.93,276,2004,10
"31105","Romania",151973.7,360.5,67492.8,2021,27
"31106","Finland",22446,228.4,9499,2008,14
"31107","Lithuania",554.6,43.31,223.7,1997,3
"31108","Belgium",77519.7,400,41364.9,2006,12
"31109","Luxembourg",4135.4,34.93,1843.2,2005,11
"31110","Finland",17930,192.9,7653,2006,12
"31111","Netherlands",233407,1550,109613,2019,25
"31112","Japan",41933960,3439962.59375,15538852,1999,5
"31113","Sweden",255594,262,134181,1997,3
"31114","Malta",446,7.52,194,2000,6
"31115","Malta",1909.7,21.4,986.8,2014,20
"31116","Netherlands",199552,1466,90454,2017,23
"31117","Bulgaria",5937.3,105.27,3160.7,1998,4
"31118","France",607892.4,4022.8,288266.1,2021,27
"31119","Poland",104355,477.9,52326,2004,10
"31120","Finland",7577,98.7,3421,1995,1
"31121","Sweden",213440,259,109683,1995,1
"31122","Bulgaria",540.8,124.44,288.3,1996,2
"31123","Malta",353.2,7.15,154.2,1998,4
"31124","Belgium",52180.1,347.5,26163.7,2000,6
"31125","Luxembourg",4459.6,38.09,1811.8,2006,12
"31126","Belgium",141194.6,630.3,69834.9,2021,27
"31127","Malta",310.5,8.03,132.6,1996,2
"31128","Italy",287103.6,1892,127946.1,2020,26
"31129","Lithuania",1146.5,47.1,444,2003,9
"31130","United States",3584900,18624800,1318700,2017,23
"31131","Netherlands",144418,1245,61684,2011,17
"31132","Slovakia",4929.9,113.1,2009.6,2004,10
"31133","Sweden",654042,453,309925,2012,18
"31134","Greece",14191.9,245.2,6634.8,2016,22
"31135","Slovenia",2338.3,57.78,1276.2,1999,5
"31136","Spain",43060,614,16972,1996,2
"31137","Slovenia",4509.5,81.31,2190.2,2006,12
"31138","Portugal",13334.6,268.76,6806.7,1999,5
"31139","Ireland",62762,188.84,19879.5,2020,26
"31140","Italy",270154.1,1441.4,132430.2,2007,13
"31141","Ireland",8664.3,94.14,5193.9,1997,3
"31142","Spain",156073,1934.5,71786,2015,21
"31143","Finland",26257,255.3,11166,2015,21
"31144","Slovenia",1430.1,54.49,819.5,1995,1
"31145","Portugal",26161.5,478.6,11756.4,2018,24
"31146","Lithuania",893.1,48.55,346,2002,8
"31147","Greece",15015.7,242.6,7190.8,2017,23
"31148","Slovenia",2481.5,64.37,1306,2000,6
"31149","Lithuania",768.7,44.81,307.9,2000,6
"31150","Bulgaria",4360.8,152.64,2648.1,2005,11
"31151","Malta",685.7,10.35,319.3,2005,11
"31152","Italy",273638.2,1493.1,131056,2008,14
"31153","Finland",21454,222.2,8897,2009,15
"31154","Lithuania",615.6,47.59,255.9,1998,4
"31155","Belgium",83897.3,426.4,44405.7,2007,13
"31156","Slovenia",1694.8,54.88,981.9,1996,2
"31157","Finland",20464,209.5,8889,2007,13
"31158","Netherlands",221396,1451,103928,2020,26
"31159","Japan",46185528,3508310.6171875,16990482,2000,6
"31160","Sweden",279926,278,144103,1998,4
"31161","Malta",481.4,7.74,209.2,2001,7
"31162","Malta",2244.5,23.8,1096,2015,21
"31163","Netherlands",218500,1533,102447,2018,24
"31164","Bulgaria",1957.3,123.38,1020.7,1999,5
"31165","Croatia",1121,42.7,572.1,1995,1
"31166","Poland",113079,515.4,56492,2005,11
"31167","Finland",8303,103.6,3626,1996,2
"31168","Sweden",235454,269,121744,1996,2
"31169","Bulgaria",3983.7,113.65,2127.6,1997,3
"31170","Malta",396.2,7.47,172,1999,5
"31171","Belgium",57936.5,344.5,30037.7,2001,7
"31172","Luxembourg",5124.9,41.71,1987.5,2007,13
"31173","Bulgaria",262.7,122.25,140.1,1995,1
"31174","Malta",323.8,7.08,141.9,1997,3
"31175","Italy",317968.6,1999.3,144063.2,2021,27
"31176","Lithuania",1321.7,43.67,522.1,2004,10
"31177","United States",3818500,18986000,1417400,2018,24
"31178","Netherlands",151817,1237,68406,2012,18
"31179","Malta",2857.2,27.35,1480.4,2016,22
"31180","Slovakia",5565.4,125.82,2251.7,2005,11
"31181","Sweden",672126,461,308589,2013,19
"31182","Poland",127147,537.7,64639,2006,12
"31183","Finland",9093,112.1,3852,1997,3
"31184","Spain",47502,679.3,19321,1997,3
"31185","Slovenia",5182.1,88.58,2511.8,2007,13
"31186","Portugal",14477.9,285.21,7377.7,2000,6
"31187","Ireland",74401.3,207.48,29404.6,2021,27
"31188","Ireland",11182.1,97.66,6709,1998,4
"31189","Spain",162901,1955.2,75813,2016,22
"31190","Finland",27200,266.2,11595,2016,22
"31191","Lithuania",1594.4,51.16,620.7,2005,11
"31192","Portugal",27882.9,481.88,12457.3,2019,25
"31193","Denmark",259000,230.94,129450.4,2011,17
"31194","Japan",55260218,4798140.015625,17980818,2007,13
"31195","Croatia",3298.8,49.77,1609.3,2004,10
"31196","Ireland",42735.7,165.69,14198.6,2015,21
"31197","Bulgaria",5397.4,163.18,3332.3,2006,12
"31198","Croatia",2358.6,42.3,1086.3,2002,8
"31199","Estonia",4476.6,41.54,2210.3,2020,26
"31200","Finland",22222,231.5,9152,2010,16
"31201","Belgium",88334.7,451,46750.8,2008,14
"31202","France",337544.6,3060,147506.3,2004,10
"31203","Luxembourg",11123.2,54.26,6445,2014,20
"31204","Japan",46631594,3670880,17095000,2001,7
"31205","Greece",16415.4,203.3,7716.9,2012,18
"31206","Poland",227954,758.2,96001,2015,21
"31207","Bulgaria",2390.7,109.78,1321.2,2000,6
"31208","Croatia",1292,42.65,676.8,1996,2
"31209","Luxembourg",6277.9,46.84,2420.5,2010,16
"31210","Japan",67821201,6327806.546875,21255769,2020,26
"31211","Ireland",33950.4,180.51,19022.2,2007,13
"31212","Slovenia",6020.2,86.77,2854.4,2014,20
"31213","Luxembourg",5925.3,45.28,2279.2,2008,14
"31214","Netherlands",174670,1322,78782,2015,21
"31215","Ireland",25332.4,158.28,13150.6,2005,11
"31216","Slovakia",8952.2,144.09,3601.1,2008,14
"31217","United States",4059900,19231300,1527100,2019,25
"31218","Netherlands",154334,1226,70123,2013,19
"31219","Malta",3437,30.7,1713.7,2017,23
"31220","Slovakia",6621.4,128.94,2703.7,2006,12
"31221","Sweden",702147,471,320455,2014,20
"31222","Poland",144994,592,73734,2007,13
"31223","Finland",9845,119.5,4213,1998,4
"31224","Spain",53434,749.3,22575,1998,4
"31225","Slovenia",5863.2,89.12,2886.7,2008,14
"31226","Portugal",15079.6,294.97,7794.5,2001,7
"31227","Italy",143356.4,729.4,66841.3,1995,1
"31228","Ireland",13207.4,109.43,7872.5,1999,5
"31229","Spain",171518,2033.4,79932,2017,23
"31230","Finland",29132,278.4,12353,2017,23
"31231","Lithuania",1887.4,55.47,741.5,2006,12
"31232","Portugal",25590.1,461.9,10803,2020,26
"31233","Denmark",265003.8,235.09,133790.3,2012,18
"31234","Japan",58350258,4946244.3125,19130197,2008,14
"31235","Croatia",3862.7,51.66,1855.5,2005,11
"31236","Ireland",48741,172.78,18669.5,2016,22
"31237","Bulgaria",6970.7,174.49,4251.5,2007,13
"31238","Croatia",2870.2,44.97,1357.9,2003,9
"31239","Estonia",5310.6,40.53,2610.4,2021,27
"31240","Finland",24549,245.3,10505,2011,17
"31241","Belgium",82077.9,433.5,41443.2,2009,15
"31242","France",356612.9,3122.7,155908.4,2005,11
"31243","Luxembourg",14506.6,57.41,8930.3,2015,21
"31244","Japan",46013493,3775862.875,16486006,2002,8
"31245","Greece",15312.2,217.6,7200.2,2013,19
"31246","Poland",241919,774.6,108763,2016,22
"31247","Bulgaria",2692.3,111.82,1399.6,2001,7
"31248","Croatia",1639.2,42.73,866.2,1997,3
"31249","Luxembourg",6985.1,48.27,2805,2011,17
"31250","Japan",69323351,6425748.84375,21649540,2021,27
"31251","Ireland",41657.5,175.86,27169.6,2008,14
"31252","Slovenia",6199,88.74,2913.4,2015,21
"31253","Luxembourg",6061.8,45.1,2297.3,2009,15
"31254","Netherlands",185732,1392,82980,2016,22
"31255","Ireland",26157.5,167.66,12769.2,2006,12
"31256","Slovakia",8730.6,147.64,3381.2,2009,15
"31257","United States",4058500,18198427.0398678,1542200,2020,26
"31258","Netherlands",162781,1253,74260,2014,20
"31259","Malta",3798.1,33.69,1933.9,2018,24
"31260","Slovakia",7608,141.98,3044.1,2007,13
"31261","Sweden",746351,490,337241,2015,21
"31262","Poland",158150,607.9,77581,2008,14
"31263","Finland",10695,128.2,4597,1999,5
"31264","Spain",62288,825.7,28547,1999,5
"31265","Slovenia",5433.2,86.92,2594.4,2009,15
"31266","Portugal",15217.5,304.23,7647.3,2002,8
"31267","Italy",154990.6,768,71917.9,1996,2
"31268","Ireland",15434,119.32,9189.9,2000,6
"31269","Spain",180364,2085.2,83721,2018,24
"31270","Finland",31546,295.5,13526,2018,24
"31271","Lithuania",2798.2,61.17,1267.2,2007,13
"31272","Portugal",29184.9,478.22,12649.1,2021,27
"31273","Denmark",276949.3,243.36,136809.2,2013,19
"31274","Japan",54717058,4634565.921875,17935843,2009,15
"31275","Croatia",4569.5,56.39,2157.6,2006,12
"31276","Bulgaria",8023.3,193.48,5080.9,2008,14
"31277","Austria",16213.5,167.77,6981.2,1995,1
"31278","Greece",11352.5,110.6,6392.2,1995,1
"31279","Denmark",246150.3,239.51,119682.9,2009,15
"31280","Belgium",86133.2,456.7,43699.8,2010,16
"31281","Czechia",243839,259.6,140263,1996,2
"31282","France",385108.5,3221.8,169725,2006,12
"31283","Luxembourg",17457.6,61.68,10672.4,2016,22
"31284","Poland",331753,832.7,150445,2019,25
"31285","Japan",46431789,4010340.9375,16296765,2003,9
"31286","Greece",15351.3,240.7,7492.2,2014,20
"31287","Romania",36125,274.2,20145.7,2007,13
"31288","Poland",269973,817.5,117568,2017,23
"31289","Bulgaria",2999,117.55,1620,2002,8
"31290","Croatia",1628.7,42.46,790.5,1998,4
"31291","Romania",20836.4,233.6,12225,2005,11
"31292","Luxembourg",7346.8,49.91,3022.8,2012,18
"31293","Lithuania",290.6,47.87,133,1995,1
"31294","Ireland",36682.6,149.5,23521.3,2009,15
"31295","Slovenia",6324.2,90.88,2934.1,2016,22
"31296","Spain",94195,1350.2,43065,2004,10
"31297","Finland",15017,166.9,6255,2004,10
"31298","Slovakia",9388.5,146.96,3608.1,2010,16
"31299","France",229313.5,2486.7,91226.3,1998,4
"31300","United States",4592000,19078355.3501343,1778900,2021,27
"31301","Finland",13247,152,5581,2002,8
"31302","Spain",80749,1177.6,36225,2002,8
"31303","Sweden",797773,509,360690,2016,22
"31304","Poland",168555,655.2,79995,2009,15
"31305","Finland",11744,136,5131,2000,6
"31306","Spain",70462,914,32948,2000,6
"31307","Slovenia",5673.7,87.8,2717.1,2010,16
"31308","Portugal",15823.1,310.5,7919.7,2003,9
"31309","Italy",168319,822.2,77234.3,1997,3
"31310","Ireland",17110,127.58,10186.1,2001,7
"31311","Spain",193577,2175.2,89915,2019,25
"31312","Finland",33567,309.7,14569,2019,25
"31313","Lithuania",3040.7,71.65,1369.2,2008,14
"31314","Romania",258.8,220,115.4,1995,1
"31315","Denmark",284340,250.43,140920.4,2014,20
"31316","Japan",53989554,4531408.265625,18053057,2010,16
"31317","Croatia",5601.9,62.82,2642.1,2007,13
"31318","Bulgaria",10033.7,201.85,6420.2,2009,15
"31319","Austria",17557.6,175.61,7681.6,1996,2
"31320","Greece",11832.2,107,6550.1,1996,2
"31321","Denmark",245022.5,229.9,117373.7,2010,16
"31322","Belgium",90684.4,478.6,45903.4,2011,17
"31323","Czechia",267785,247.57,163001,1997,3
"31324","France",406459,3329.4,176165.9,2007,13
"31325","Luxembourg",19278.4,65.78,12223.9,2017,23
"31326","Poland",325414,847.7,139947,2020,26
"31327","Japan",47070379,4272076.8828125,16122947,2004,10
"31328","Greece",14696.6,230.5,6868,2015,21
"31329","Romania",46888.3,274.7,25243.8,2008,14
"31330","Poland",310533,776.4,143906,2018,24
"31331","Bulgaria",3189.5,135.88,1882.9,2003,9
"31332","Croatia",1760.5,42.47,923.5,1999,5
"31333","Romania",30448.8,259.8,17957.1,2006,12
"31334","Luxembourg",8412.7,51.76,3707.1,2013,19
"31335","Lithuania",355,43.26,147.7,1996,2
"31336","Ireland",31903.6,140.37,17985.3,2010,16
"31337","Slovenia",6975.2,96.03,3256.8,2017,23
"31338","Spain",104702,1488.5,48407,2005,11
"31339","Finland",16320,179.1,6866,2005,11
"31340","Slovakia",8838.8,154.64,3138,2011,17
"31341","France",250038,2656.3,102123.7,1999,5
"31342","Finland",13857,157.8,5813,2003,9
"31343","Spain",86842,1251.5,38418,2003,9
"31344","Sweden",858634,538,390230,2017,23
"31345","Poland",170066,679.1,81412,2010,16
"31346","Finland",12357,143.5,4989,2001,7
"31347","Spain",75825,1084.9,34188,2001,7
"31348","Slovenia",5641.7,88.32,2651.6,2011,17
"31349","Portugal",16674.1,325.05,8355.9,2004,10
"31350","Italy",172914.8,863.7,80991.5,1998,4
"31351","Ireland",17616.6,129.28,10565.5,2002,8
"31352","Spain",164408,2122.8,71895,2020,26
"31353","Finland",33043,298.2,14485,2020,26
"31354","Lithuania",2513.6,73.11,958.6,2009,15
"31355","Romania",414.7,217.6,201.1,1996,2
"31356","Denmark",300322.8,260.17,144758,2015,21
"31357","Japan",56066314,4640544,18854467,2011,17
"31358","Croatia",6211.5,67.1,2970.4,2008,14
"31359","Bulgaria",8685.4,192.69,4984.5,2010,16
"31360","Austria",18662.6,186.12,8176.5,1997,3
"31361","Greece",13060.1,108.2,7250.3,1997,3
"31362","Luxembourg",29526.4,72.94,21179.2,2020,26
"31363","Estonia",714.8,23.67,390.4,2001,7
"31364","Hungary",1400649,166.48,601164,2000,6
"31365","Czechia",292487,249.62,176588,1998,4
"31366","France",424170.2,3365.5,184120.5,2008,14
"31367","Luxembourg",22426.9,69.55,15008.3,2018,24
"31368","Japan",49396611,4441946.8984375,16677730,2005,11
"31369","Hungary",1021997,123.16,449581,1998,4
"31370","Estonia",523.1,23.25,262.5,1999,5
"31371","Croatia",1786.6,39.8,862.5,2000,6
"31372","Spain",141053,1929,63982,2008,14
"31373","Germany",469018,4533,209445,2011,17
"31374","Hungary",5314021,453.83,2008999,2017,23
"31375","Ireland",21819.2,143.83,6075.3,2011,17
"31376","Slovenia",7573.3,97.86,3560.2,2018,24
"31377","Spain",120994,1674.7,56950,2006,12
"31378","Slovakia",9531,169.88,3434.7,2012,18
"31379","France",280267.2,2892.3,117791.7,2000,6
"31380","Poland",197572,731.4,86709,2013,19
"31381","Hungary",3774825,319.83,1468043,2013,19
"31382","Croatia",6453.1,88.77,3146.4,2017,23
"31383","Sweden",916586,556,422323,2018,24
"31384","Poland",178810,708,84440,2011,17
"31385","Croatia",5841.2,78.89,2838.7,2015,21
"31386","Slovenia",5470.1,87.1,2541.5,2012,18
"31387","Portugal",17572.1,338.39,8713.4,2005,11
"31388","Italy",185158.6,926,87099.1,1999,5
"31389","Ireland",20721.7,132.52,12550.6,2003,9
"31390","Spain",182707,2216.8,80884,2021,27
"31391","Finland",34706,312.9,15173,2021,27
"31392","Lithuania",2284.9,76.83,873.9,2010,16
"31393","Romania",1166.8,215.7,531.5,1997,3
"31394","Denmark",330859.6,272.56,156240.1,2016,22
"31395","Japan",56427975,5150258.25,19110131,2012,18
"31396","Croatia",5629.2,65.2,2588.6,2009,15
"31397","Bulgaria",9034.9,199.39,5190.2,2011,17
"31398","Austria",19969.1,195.63,8917.1,1998,4
"31399","Greece",14708.9,124.2,8304.2,1998,4
"31400","Luxembourg",35819.9,76.87,25942,2021,27
"31401","Estonia",840.4,23.68,453.6,2002,8
"31402","Hungary",1801628,171.26,783286,2001,7
"31403","Czechia",299742,252.96,177843,1999,5
"31404","France",398521.1,3192.3,173618.5,2009,15
"31405","Luxembourg",26814.6,72.53,19139.7,2019,25
"31406","Japan",52271627,4626100.8359375,17400229,2006,12
"31407","Hungary",1179531,140.41,516760,1999,5
"31408","Estonia",573.7,23.93,309.1,2000,6
"31409","Croatia",1958.8,41.61,904.9,2001,7
"31410","Spain",135896,1853.2,60065,2009,15
"31411","Germany",483726,4635,215417,2012,18
"31412","Hungary",6043118,468.75,2355963,2018,24
"31413","Ireland",31559.4,140.33,15501.7,2012,18
"31414","Slovenia",8047.8,97.51,3856.9,2019,25
"31415","Spain",133641,1777.6,62018,2007,13
"31416","Slovakia",10163.3,165.33,3719.3,2013,19
"31417","France",302699.6,3017.2,131422,2001,7
"31418","Poland",205595,771.7,87807,2014,20
"31419","Hungary",4065976,397.81,1607885,2014,20
"31420","Croatia",6880.3,91.67,3420.9,2018,24
"31421","Sweden",953552,566,442352,2019,25
"31422","Poland",191686,726.7,88215,2012,18
"31423","Croatia",6312,90.37,3188.1,2016,22
"31424","Slovenia",5481.2,83.19,2527.9,2013,19
"31425","Portugal",18058.6,347.02,8849.4,2006,12
"31426","Italy",202478.2,1005.6,95230.9,2000,6
"31427","Ireland",22689.9,144.19,13162.9,2004,10
"31428","France",197921.9,2183,77865.3,1995,1
"31429","Lithuania",2480.5,77.42,940.5,2011,17
"31430","Romania",1499.4,192.4,654.8,1998,4
"31431","Denmark",345747.6,281.11,165446.6,2017,23
"31432","Japan",58574668,5249043.9453125,19772977,2013,19
"31433","Croatia",5596.3,70.94,2593.9,2010,16
"31434","Bulgaria",9386.6,202.04,5170.2,2012,18
"31435","Austria",21613.9,210.25,9752.7,1999,5
"31436","Greece",15614.8,130.4,8416.9,1999,5
"31437","Latvia",262.4,30.44,104.2,1995,1
"31438","Estonia",982.6,23.47,487.8,2003,9
"31439","Hungary",2064745,175.16,868258,2002,8
"31440","Czechia",324631,252.86,195892,2000,6
"31441","France",418959.5,3255.8,184059.2,2010,16
"31442","Cyprus",1396.9,14.38,437.3,2004,10
"31443","Czechia",909836,345.49,507032,2021,27
"31444","Denmark",358259.6,289.69,168124.8,2018,24
"31445","Germany",556740,4939,243348,2015,21
"31446","Czechia",917059,355.07,539336,2019,25
"31447","Cyprus",1378.5,13.1,452.4,2002,8
"31448","Germany",491152,4699,205132,2013,19
"31449","Denmark",247482.9,249.73,131052.7,2007,13
"31450","Ireland",37795.9,146.89,18018.5,2013,19
"31451","Portugal",18910.8,373.52,8595.1,2013,19
"31452","Latvia",2440.7,45.95,1263.9,2010,16
"31453","Denmark",202021,218.87,96503,2005,11
"31454","Slovakia",12553.6,166.16,5643.3,2014,20
"31455","France",314900.4,3041.2,138536.4,2002,8
"31456","Latvia",3014.8,59.96,1489.3,2008,14
